name,height,length,width,brand,city_mpg,highway_mpg,transmission_type,engine_torque,engine_horsepower,year,is_hybrid
2011 Honda Ridgeline RTL,16,137,184,Honda,15,20,Automatic transmission,247,250,2011,True
2010 Honda Ridgeline RT,249,137,184,Honda,15,20,Automatic transmission,247,250,2010,True
2010 Honda Ridgeline RTS,249,137,184,Honda,15,20,Automatic transmission,247,250,2010,True
2010 Honda Ridgeline RTL,16,137,184,Honda,15,20,Automatic transmission,247,250,2010,True
2012 MINI Cooper Coupe,99,144,148,MINI,29,37,Manual transmission,114,121,2012,True
2012 MINI Cooper Coupe AT,99,144,148,MINI,28,36,Automatic transmission,114,121,2012,True
2012 MINI Cooper S Coupe,104,144,148,MINI,27,35,Manual transmission,177,181,2012,True
2012 MINI Cooper S Coupe AT,104,144,148,MINI,26,34,Automatic transmission,177,181,2012,True
2012 MINI John Cooper Works Coupe,104,175,148,MINI,25,33,Manual transmission,192,208,2012,True
2011 Mercury Grand Marquis LS,150,8,196,Mercury,12,17,Automatic transmission,275,224,2011,True
2010 Mercury Grand Marquis LS,150,8,196,Mercury,12,17,Automatic transmission,275,224,2011,True
2011 Mercury Mariner,191,98,13,Mercury,21,28,Automatic transmission,171,171,2011,True
2011 Mercury Mariner AWD,191,98,13,Mercury,20,26,Automatic transmission,171,171,2011,True
2011 Mercury Mariner FFV,191,98,13,Mercury,14,19,Automatic transmission,223,240,2011,True
2011 Mercury Mariner FFV AWD,191,98,13,Mercury,18,23,Automatic transmission,223,240,2011,True
2011 Mercury Mariner Premier,242,105,13,Mercury,21,28,Automatic transmission,171,171,2011,True
2011 Mercury Mariner Premier AWD,242,105,13,Mercury,20,26,Automatic transmission,171,171,2011,True
2011 Mercury Mariner Premier FFV,242,105,13,Mercury,14,19,Automatic transmission,223,240,2011,True
2011 Mercury Mariner Premier FFV AWD,242,105,13,Mercury,13,17,Automatic transmission,223,240,2011,True
2010 Chrysler Town and Country LX Fleet,214,23,161,Chrysler,17,24,Automatic transmission,205,175,2010,True
2010 Chrysler Town and Country Touring 4.0L,214,23,161,Chrysler,17,25,Automatic transmission,259,251,2010,True
2010 BMW M6 Convertible MT,96,7,62,BMW,11,17,Manual transmission,383,500,2010,True
2010 BMW M6 Coup MT,91,7,62,BMW,11,17,Manual transmission,383,500,2010,True
2010 BMW X3 xDrive30i SUV AT,140,217,62,BMW,17,24,Automatic transmission,225,260,2010,True
2010 BMW X3 xDrive30i SUV,140,217,62,BMW,17,24,Manual transmission,225,260,2010,True
2012 Toyota Camry L,190,197,29,Toyota,25,35,Automatic transmission,170,178,2012,True
2012 Toyota Camry LE,190,197,29,Toyota,25,35,Automatic transmission,170,178,2012,True
2012 Toyota Camry SE,190,197,29,Toyota,25,35,Automatic transmission,170,178,2012,True
2012 Toyota Camry SE V6,190,197,29,Toyota,21,30,Automatic transmission,248,268,2012,True
2012 Toyota Camry XLE,190,197,29,Toyota,25,35,Automatic transmission,170,178,2012,True
2012 Toyota Camry XLE V6,190,197,29,Toyota,21,30,Automatic transmission,248,268,2012,True
2011 BMW X3 xDrive28i SUV,125,40,90,BMW,19,25,Automatic transmission,221,240,2011,True
2011 BMW X3 xDrive35i SUV,125,40,90,BMW,19,26,Automatic transmission,300,300,2011,True
2012 Toyota FJ Cruiser,19,63,113,Toyota,17,20,Automatic transmission,271,260,2012,True
2012 Toyota FJ Cruiser  4x4,36,63,113,Toyota,15,18,Manual transmission,271,260,2012,True
2012 Toyota FJ Cruiser  4x4 AT,36,63,113,Toyota,17,20,Automatic transmission,271,260,2012,True
2012 Chevrolet Sonic Hatchback 1LS,236,198,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Hatchback 2LS,236,198,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2012 Chevrolet Sonic Hatchback 1LT,236,198,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Hatchback 1LT Turbo,236,198,198,Chevrolet,29,40,Manual transmission,148,138,2012,True
2012 Chevrolet Sonic Hatchback 2LT,236,198,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2012 Chevrolet Sonic Hatchback 1LTZ,236,198,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Hatchback 1LTZ Turbo,236,198,198,Chevrolet,29,40,Manual transmission,148,138,2012,True
2012 Chevrolet Sonic Hatchback 2LTZ,236,198,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2010 BMW X5 xDrive30i SUV,229,245,140,BMW,15,21,Automatic transmission,225,260,2010,True
2010 BMW X5 xDrive35d SUV,229,245,140,BMW,19,26,Automatic transmission,425,265,2010,True
2010 BMW X5 xDrive48i SUV,229,245,140,BMW,14,19,Automatic transmission,350,350,2010,True
2011 Chevrolet Suburban Half-Ton LS,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 Chevrolet Suburban Half-Ton LS 4WD,158,16,217,Chevrolet,11,16,Automatic transmission,335,320,2011,True
2011 Chevrolet Suburban Half-Ton LT,158,16,217,Chevrolet,11,16,Automatic transmission,335,320,2011,True
2011 Chevrolet Suburban Half-Ton LT 4WD,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 Chevrolet Suburban Half-Ton LTZ,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 Chevrolet Suburban Half-Ton LTZ 4WD,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 BMW X5 xDrive35d SUV,239,245,140,BMW,19,26,Automatic transmission,425,265,2011,True
2011 BMW X5 xDrive50i SUV,239,245,140,BMW,14,20,Automatic transmission,450,400,2011,True
2011 BMW X5 xDrive35i Premium SUV,239,245,140,BMW,16,23,Automatic transmission,300,300,2011,True
2011 BMW X5 xDrive35i Sport Activity SUV,239,245,140,BMW,16,23,Automatic transmission,300,300,2011,True
2011 BMW X5 xDrive35i SUV,239,245,140,BMW,16,23,Automatic transmission,300,300,2011,True
2011 Chevrolet Suburban Three-Quarter-Ton LS,158,16,217,Chevrolet,10,16,Automatic transmission,382,352,2011,True
2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,158,16,217,Chevrolet,10,15,Automatic transmission,382,352,2011,True
2011 Chevrolet Suburban Three-Quarter-Ton LT,158,16,217,Chevrolet,10,16,Automatic transmission,382,352,2011,True
2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,158,16,217,Chevrolet,10,15,Automatic transmission,382,352,2011,True
2010 Chevrolet Suburban LS 1500,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Suburban LT 1500,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Suburban LTZ 1500,158,16,217,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 GMC Canyon SLE 2WD,127,22,181,GMC,18,25,Manual transmission,190,185,2010,True
2010 GMC Canyon SLE 2WD AT,127,22,181,GMC,18,25,Automatic transmission,190,185,2010,True
2010 GMC Canyon SLE 4WD,181,22,206,GMC,18,24,Manual transmission,190,185,2010,True
2010 GMC Canyon SLE 4WD AT,181,22,206,GMC,17,23,Automatic transmission,190,185,2010,True
2010 GMC Canyon SLE 2WD 3.7L,127,22,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon SLE 4WD 3.7L,181,22,206,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab WT 2WD,127,140,181,GMC,18,25,Manual transmission,190,185,2010,True
2010 GMC Canyon Extended Cab WT 2WD AT,127,140,181,GMC,18,25,Automatic transmission,190,185,2010,True
2010 GMC Canyon Extended Cab WT 4WD,181,140,206,GMC,18,24,Manual transmission,190,185,2010,True
2010 GMC Canyon Extended Cab WT 4WD AT,181,140,206,GMC,17,23,Automatic transmission,190,185,2010,True
2010 GMC Canyon Extended Cab WT 2WD 3.7L,127,140,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab WT 4WD 3.7L,181,140,206,GMC,17,23,Automatic transmission,242,242,2010,True
2011 Subaru Impreza Hatchback Outback Sport AT,195,62,203,Subaru,20,26,Automatic transmission,170,170,2011,True
2011 Subaru Impreza Hatchback Outback Sport,195,62,203,Subaru,20,27,Manual transmission,170,170,2011,True
2011 Subaru Impreza Hatchback WRX STI,195,62,3,Subaru,17,23,Manual transmission,290,305,2011,True
2011 Subaru Impreza Hatchback 2.5i,195,62,203,Subaru,20,27,Manual transmission,170,170,2011,True
2011 Subaru Impreza Hatchback 2.5i AT,195,62,203,Subaru,20,26,Automatic transmission,170,170,2011,True
2011 Subaru Impreza WRX Hatchback,195,62,3,Subaru,19,25,Manual transmission,244,265,2011,True
2010 GMC Canyon Extended Cab SLE 2WD,127,140,181,GMC,18,25,Manual transmission,190,185,2010,True
2010 GMC Canyon Extended Cab SLE 2WD AT,127,140,181,GMC,18,25,Automatic transmission,190,185,2010,True
2010 GMC Canyon Extended Cab SLE 4WD,181,140,206,GMC,18,24,Manual transmission,190,185,2010,True
2010 GMC Canyon Extended Cab SLE 4WD AT,181,140,206,GMC,17,23,Automatic transmission,190,185,2010,True
2010 GMC Canyon Extended Cab SLE 2WD 3.7L,127,140,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab SLE 2WD V8,127,140,181,GMC,15,20,Automatic transmission,320,300,2010,True
2010 GMC Canyon Extended Cab SLE 4WD  3.7L,181,140,206,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab SLE 4WD  V8,181,140,206,GMC,14,19,Automatic transmission,320,300,2010,True
2010 Subaru Impreza Hatchback 2.5GT,195,62,203,Subaru,19,24,Automatic transmission,226,224,2010,True
2010 Subaru Impreza Hatchback Outback Sport AT,200,62,203,Subaru,20,26,Automatic transmission,170,170,2010,True
2010 Subaru Impreza WRX STI Hatchback,195,62,3,Subaru,17,23,Manual transmission,290,305,2010,True
2010 Subaru Impreza Hatchback 2.5i AT,195,62,203,Subaru,20,26,Automatic transmission,170,170,2010,True
2010 Subaru Impreza Hatchback Outback Sport,200,62,203,Subaru,20,27,Manual transmission,170,170,2010,True
2010 Subaru Impreza Hatchback 2.5i,195,62,203,Subaru,20,27,Manual transmission,170,170,2010,True
2010 Subaru Impreza WRX STI Special Edition Hatchback,195,62,3,Subaru,17,23,Manual transmission,290,305,2010,True
2010 Subaru Impreza WRX Hatchback,195,62,203,Subaru,18,25,Manual transmission,244,265,2010,True
2010 GMC Canyon Extended Cab SLT 2WD,127,140,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab SLT 4WD,181,140,206,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Extended Cab SLT 2WD V8,127,140,181,GMC,15,20,Automatic transmission,320,300,2010,True
2010 GMC Canyon Extended Cab SLT 4WD V8,181,140,206,GMC,14,19,Automatic transmission,320,300,2010,True
2010 GMC Canyon Crew Cab SLE 2WD,120,140,181,GMC,18,25,Automatic transmission,190,185,2010,True
2010 GMC Canyon Crew Cab SLE 2WD 3.7L,120,140,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Crew Cab SLE 2WD V8,120,140,181,GMC,15,20,Automatic transmission,320,300,2010,True
2010 GMC Canyon Crew Cab SLE 4WD,188,140,206,GMC,16,21,Automatic transmission,242,242,2010,True
2010 GMC Canyon Crew Cab SLE 4WD V8,188,140,206,GMC,14,19,Automatic transmission,320,300,2010,True
2010 GMC Canyon Crew Cab SLT 2WD,120,140,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon Crew Cab SLT 4WD,188,140,206,GMC,16,21,Automatic transmission,242,242,2010,True
2010 GMC Canyon Crew Cab SLT 2WD V8,120,140,181,GMC,15,20,Automatic transmission,320,300,2010,True
2010 GMC Canyon Crew Cab SLT 4WD V8,188,140,206,GMC,14,19,Automatic transmission,320,300,2010,True
2011 Dodge Ram 1500 ST Regular Cab 4x2,102,188,224,Dodge,14,20,Automatic transmission,235,215,2011,True
2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,102,188,224,Dodge,9,13,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,102,188,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Regular Cab 4x4,118,188,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,118,188,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 4x2,102,188,224,Dodge,14,19,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 4x4,118,188,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 Sport Regular Cab 4x2,102,188,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Sport Regular Cab 4x4,118,188,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Quad Cab 4x2,115,184,224,Dodge,14,20,Automatic transmission,235,215,2011,True
2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,115,184,224,Dodge,9,13,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Quad Cab 4x4,130,184,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Quad Cab 4x2,115,184,224,Dodge,14,19,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Quad Cab 4x4,130,184,224,Dodge,9,12,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Sport Quad Cab 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Sport Quad Cab 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 4x2,102,188,224,Dodge,9,13,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 Laramie Quad Cab 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Crew Cab 4x2,115,184,224,Dodge,14,19,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Crew Cab 4x4,130,184,224,Dodge,9,12,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Crew Cab 4x2,115,184,224,Dodge,14,19,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Crew Cab 4x4,130,184,224,Dodge,9,12,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Sport Crew Cab 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Sport Crew Cab 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Laramie Crew Cab 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Laramie Crew Cab 4x4,130,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,115,184,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,115,184,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 GMC Sierra 1500 WT 2WD,77,102,240,GMC,15,20,Automatic transmission,260,195,2011,True
2011 GMC Sierra 1500 WT 2WD 4.8L,77,102,240,GMC,14,19,Automatic transmission,305,302,2011,True
2011 GMC Sierra 1500 WT 2WD 5.3L,77,102,240,GMC,11,16,Automatic transmission,335,315,2011,True
2011 GMC Sierra 1500 WT 4WD,82,102,240,GMC,14,18,Automatic transmission,260,195,2011,True
2011 GMC Sierra 1500 WT 4WD 4.8L,82,102,240,GMC,10,13,Automatic transmission,305,302,2011,True
2011 GMC Sierra 1500 WT 4WD 5.3L,82,102,240,GMC,11,16,Automatic transmission,335,315,2011,True
2011 GMC Sierra 1500 SLE 2WD,77,102,240,GMC,14,19,Automatic transmission,305,302,2011,True
2011 GMC Sierra 1500 SLE 2WD 5.3L,77,102,240,GMC,11,16,Automatic transmission,335,315,2011,True
2011 GMC Sierra 1500 SLE 4WD,82,102,240,GMC,13,18,Automatic transmission,305,302,2011,True
2011 GMC Sierra 1500 SLE 4WD 5.3L,82,102,240,GMC,11,16,Automatic transmission,335,315,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,102,188,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,118,188,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Chevrolet Tahoe LS,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 Chevrolet Tahoe LS 4WD,161,10,214,Chevrolet,11,16,Automatic transmission,335,320,2011,True
2011 Chevrolet Tahoe LT,161,10,214,Chevrolet,11,16,Automatic transmission,335,320,2011,True
2011 Chevrolet Tahoe LT 4WD,161,10,214,Chevrolet,11,16,Automatic transmission,335,320,2011,True
2011 Chevrolet Tahoe LTZ,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2011 Chevrolet Tahoe LTZ 4WD,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2011,True
2010 BMW X6 xDrive50i,153,15,191,BMW,13,18,Automatic transmission,450,400,2010,True
2010 BMW X6 xDrive35i,153,15,191,BMW,15,21,Automatic transmission,300,300,2010,True
2010 Chevrolet Tahoe LS,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Tahoe LS 4WD,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Tahoe LT,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Tahoe LT 4WD,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Tahoe LTZ,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2010 Chevrolet Tahoe LTZ 4WD,161,10,214,Chevrolet,15,21,Automatic transmission,335,320,2010,True
2011 BMW X6 xDrive35i,153,15,191,BMW,16,23,Automatic transmission,300,300,2011,True
2011 BMW X6 xDrive50i,153,15,191,BMW,14,20,Automatic transmission,450,400,2011,True
2011 Chevrolet Tahoe Hybrid 1HY,102,10,214,Chevrolet,20,23,Automatic transmission,367,332,2011,True
2011 Chevrolet Tahoe Hybrid 1HY 4WD,107,10,214,Chevrolet,20,23,Automatic transmission,367,332,2011,True
2010 Chevrolet Tahoe Hybrid 1HY,102,10,214,Chevrolet,21,22,Automatic transmission,367,332,2010,True
2010 Chevrolet Tahoe Hybrid 1HY 4WD,107,10,214,Chevrolet,21,22,Automatic transmission,367,332,2010,True
2010 BMW Z4 Roadster sDrive30i,10,143,254,BMW,18,28,Manual transmission,220,255,2010,True
2010 BMW Z4 Roadster sDrive35i,10,143,254,BMW,18,25,Manual transmission,300,300,2010,True
2012 Chevrolet Traverse LS,57,87,199,Chevrolet,17,24,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse LS AWD,57,87,199,Chevrolet,16,23,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse 1LT,57,87,199,Chevrolet,17,24,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse 1LT AWD,57,87,199,Chevrolet,16,23,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse 2LT,57,87,199,Chevrolet,17,24,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse 2LT AWD,57,87,199,Chevrolet,16,23,Automatic transmission,266,281,2012,True
2012 Chevrolet Traverse LTZ,57,87,199,Chevrolet,17,24,Automatic transmission,270,288,2012,True
2012 Chevrolet Traverse LTZ AWD,57,87,199,Chevrolet,16,23,Automatic transmission,270,288,2012,True
2011 BMW Z4 Roadster sDrive30i AT,10,145,254,BMW,18,28,Automatic transmission,220,255,2011,True
2011 BMW Z4 Roadster sDrive35i,10,145,254,BMW,19,26,Manual transmission,300,300,2011,True
2011 BMW Z4 Roadster sDrive30i,10,145,254,BMW,18,28,Manual transmission,220,255,2011,True
