county,state,population,housing_units,urban_pct,low_access_1,low_access_10,low_access_20,carless_pct
St. Lucie,FL,277789,108523,93.18181818181817,131674,163,0,6.7
St. Martin,LA,52160,19216,27.27272727272727,36659,578,0,6.7
St. Mary's,MD,105151,37604,38.88888888888889,74621,6,0,5.7
St. Mary,LA,54650,20457,75.0,24904,187,0,9.8
St. Tammany,LA,233740,87521,67.44186046511628,130631,0,0,3.6
Stafford,KS,4437,1907,0.0,3139,1354,0,3.7
Stafford,VA,128961,41769,66.66666666666666,76833,0,0,1.9
Stanislaus,CA,514453,165180,87.2340425531915,114225,551,0,7.1
Stanley,SD,2966,1228,0.0,1517,405,248,3.3
Stanly,NC,60585,23589,23.07692307692308,43325,0,0,6.5
Stanton,KS,2235,825,0.0,739,235,0,4.1
Stanton,NE,6129,2387,0.0,6128,3139,0,2.9
Stark,IL,5994,2425,0.0,5994,1799,0,4.3
Stark,ND,24199,10085,62.5,10002,3471,1090,4.0
Stark,OH,375586,151089,82.55813953488372,160206,0,0,7.6
Starke,IN,23363,9038,14.285714285714285,17529,110,0,4.7
Starr,TX,60968,17001,53.333333333333336,44930,2245,1090,10.3
Staunton,VA,23746,10480,83.33333333333334,2326,0,0,8.7
Ste. Genevieve,MO,18145,7040,25.0,14600,4477,0,4.2
Stearns,MN,150642,56232,58.620689655172406,81796,3834,0,6.3
Steele,MN,36576,14330,62.5,20876,75,0,6.9
Steele,ND,1975,864,0.0,1975,1897,447,1.2
Stephens,GA,26175,10289,40.0,19474,0,0,6.2
Stephens,OK,45048,18127,54.54545454545454,23549,3028,6,6.0
Stephens,TX,9630,3665,66.66666666666666,5396,623,0,5.5
Stephenson,IL,47711,19845,46.15384615384616,22718,398,0,8.5
Sterling,TX,1143,440,0.0,1143,1143,1142,0.9
Steuben,IN,34185,13310,33.33333333333333,28416,525,0,4.1
Steuben,NY,98990,40344,36.66666666666665,63799,1892,0,9.1
Stevens,KS,5724,2044,50.0,1774,999,0,2.1
Stevens,MN,9726,3726,0.0,5150,1235,0,6.3
Stevens,WA,43531,17316,25.0,32768,11516,1722,4.8
Stewart,GA,6058,1862,0.0,4750,1034,0,19.2
Stewart,TN,13324,5386,0.0,12777,1928,0,3.7
Stillwater,MT,9117,3796,0.0,6036,1446,361,2.3
Stoddard,MO,29968,12255,25.0,15534,206,0,6.9
Stokes,NC,47401,19416,11.11111111111111,39930,2898,0,4.2
Stone,AR,12394,5325,0.0,10649,3035,0,6.1
Stone,MO,32202,13690,16.666666666666664,28213,210,0,3.7
Stone,MS,17786,6165,33.33333333333333,16052,3265,0,4.0
Stonewall,TX,1490,642,0.0,547,232,0,4.3
Storey,NV,4010,1742,0.0,4010,23,0,0.7
Story,IA,89542,34736,75.0,37715,1765,0,5.7
Strafford,NH,123143,47100,64.0,75127,0,0,6.3
Stutsman,ND,21100,8931,33.33333333333333,10350,3351,1562,7.1
Sublette,WY,10247,3906,0.0,7566,2054,601,0.3
Suffolk,MA,722023,292767,99.01960784313727,25176,0,0,33.4
Suffolk,NY,1493350,499922,95.65217391304348,505452,0,0,5.4
Suffolk,VA,84585,30868,60.71428571428571,42527,22,0,6.5
Sullivan,IN,21475,7823,20.0,15510,395,0,5.6
Sullivan,MO,6714,2740,0.0,4784,1795,0,7.1
Sullivan,NH,43742,18126,40.0,33058,910,0,5.9
Sullivan,NY,77547,30139,8.333333333333332,62710,761,0,10.3
Sullivan,PA,6428,2777,0.0,5664,2211,0,5.0
Sullivan,TN,156823,66298,66.66666666666666,103978,4,0,6.7
Sully,SD,1373,610,0.0,1373,1373,1201,3.7
Summers,WV,13927,5572,25.0,12221,774,0,7.1
Summit,CO,27994,11754,20.0,16771,432,0,3.1
Summit,OH,541781,222781,94.07407407407408,222819,0,0,8.9
Summit,UT,36324,12990,38.46153846153847,22571,3181,183,2.2
Sumner,KS,24132,9454,33.33333333333333,15182,4709,0,4.3
Sumner,TN,160645,60975,50.0,103984,0,0,4.1
Sumter,AL,13763,5629,0.0,9101,2223,5,15.9
Sumter,FL,93420,41361,31.57894736842105,65019,178,0,3.5
Sumter,GA,32819,12123,25.0,23260,49,0,12.2
Sumter,SC,107456,40398,52.17391304347826,71272,1045,0,8.5
Sunflower,MS,29450,8822,42.857142857142854,18452,581,0,11.2
Surry,NC,73673,29914,27.27272727272727,55110,268,0,6.8
Surry,VA,7058,2826,0.0,7057,1642,0,7.3
Susquehanna,PA,43356,17798,27.27272727272727,34895,1122,0,4.9
Sussex,DE,197145,79368,55.55555555555556,139500,0,0,4.2
Sussex,NJ,149265,54752,56.09756097560976,118123,0,0,4.1
Sussex,VA,12087,3994,0.0,9131,3495,0,10.2
Sutter,CA,94737,31437,76.19047619047619,45516,1202,0,6.9
Sutton,TX,4128,1550,100.0,1376,317,130,4.1
Suwannee,FL,41551,15953,0.0,35266,5175,0,7.1
Swain,NC,13981,5672,0.0,11782,605,0,5.8
Sweet Grass,MT,3651,1590,0.0,1882,825,112,2.8
Sweetwater,WY,43806,16475,50.0,18395,2546,2055,3.3
Swift,MN,9783,4236,25.0,6491,4555,5,6.0
Swisher,TX,7854,2762,33.33333333333333,3782,2039,0,3.3
Switzerland,IN,10613,4034,0.0,8977,487,0,3.8
Talbot,GA,6865,2832,0.0,5948,305,0,10.1
Talbot,MD,37782,16157,30.0,25570,0,0,6.4
Taliaferro,GA,1717,759,0.0,1716,1183,0,13.2
Talladega,AL,82291,31890,40.909090909090914,59753,36,0,8.3
Tallahatchie,MS,15378,4856,25.0,12615,7800,0,12.5
Tallapoosa,AL,41616,16985,10.0,32544,2201,0,8.5
Tama,IA,17767,6947,16.666666666666664,12926,1520,0,3.6
Taney,MO,51675,20755,50.0,35383,1602,0,5.4
Tangipahoa,LA,121097,45135,60.0,92983,1459,0,7.2
Taos,NM,32937,14806,16.666666666666664,27617,7270,505,6.4
Tarrant,TX,1809034,657134,97.47899159663864,663125,0,0,4.7
Tate,MS,28886,10035,20.0,24772,5790,0,5.3
Tattnall,GA,25520,8210,20.0,18988,423,0,8.7
Taylor,FL,22570,7920,25.0,18013,2509,98,5.7
Taylor,GA,8906,3522,0.0,5854,652,0,7.5
Taylor,IA,6317,2679,0.0,3459,499,0,5.2
Taylor,KY,24512,9832,20.0,13384,471,0,9.0
Taylor,TX,131506,50725,84.21052631578947,61064,695,0,5.2
Taylor,WI,20689,8388,16.666666666666664,15807,3553,84,6.5
Taylor,WV,16895,6778,0.0,11680,0,0,6.0
Tazewell,IL,135394,54146,73.33333333333333,84139,0,0,4.9
Tazewell,VA,45078,18449,27.27272727272727,34263,22,0,7.8
Tehama,CA,63463,23767,36.36363636363637,38684,3347,222,6.0
Telfair,GA,16500,5543,33.33333333333333,8660,1269,0,9.9
Teller,CO,23350,9805,33.33333333333333,17145,3155,0,2.6
Tensas,LA,5252,2172,0.0,4031,2922,0,17.0
Terrebonne,LA,111860,40091,61.904761904761905,62615,2589,0,7.7
Terrell,GA,9315,3519,25.0,4945,116,0,13.1
Terrell,TX,984,430,0.0,983,983,983,15.0
Terry,TX,12651,4200,66.66666666666666,6610,1324,0,4.0
Teton,ID,10170,3651,0.0,8785,906,0,1.9
Teton,MT,6073,2450,0.0,4312,3653,1340,4.4
Teton,WY,21294,8973,25.0,15554,1678,572,1.0
Texas,MO,26008,10057,0.0,20303,4700,0,6.1
Texas,OK,20640,7212,40.0,19603,7080,325,3.3
Thayer,NE,5228,2296,0.0,3330,1315,0,3.8
Thomas,GA,44720,17573,36.36363636363637,30912,3257,0,8.3
Thomas,KS,7900,3196,50.0,6141,1093,33,4.2
Thomas,NE,647,291,0.0,647,647,647,0.7
Throckmorton,TX,1641,721,0.0,1641,1641,1144,2.0
Thurston,NE,6940,2158,0.0,6119,1771,0,10.6
Thurston,WA,252264,100650,69.38775510204081,147796,86,0,5.1
Tift,GA,40118,14836,33.33333333333333,22476,37,0,12.3
Tillamook,OR,25250,10834,0.0,19667,4058,0,5.6
Tillman,OK,7992,3216,40.0,4343,2747,0,5.9
Tioga,NY,51125,20350,30.0,40590,7,0,6.8
Tioga,PA,41981,16727,10.0,28631,997,0,5.2
Tippah,MS,22232,8597,25.0,17802,780,0,6.9
Tippecanoe,IN,172780,65532,89.1891891891892,77483,993,0,7.7
Tipton,IN,15936,6376,25.0,14967,613,0,4.1
Tipton,TN,61081,21617,7.6923076923076925,51469,2903,0,4.0
Tishomingo,MS,19593,8148,0.0,14457,0,0,6.0
Titus,TX,32334,10813,50.0,20096,1823,0,5.8
Todd,KY,12460,4647,0.0,9694,895,0,8.2
Todd,MN,24895,9756,12.5,20310,7747,0,5.3
Todd,SD,9612,2780,0.0,6950,2138,40,19.6
Tolland,CT,152691,54477,55.172413793103445,110882,0,0,3.9
Tom Green,TX,110224,42331,84.0,49140,4471,17,6.5
Tompkins,NY,101564,38967,56.52173913043478,59092,112,0,14.4
Tooele,UT,58218,17971,54.54545454545454,34395,1301,146,4.3
Toole,MT,5324,2015,33.33333333333333,2609,1704,1055,10.9
Toombs,GA,27223,10375,16.666666666666664,17192,1973,0,10.7
Torrance,NM,16383,6264,0.0,14629,3513,853,5.0
Towner,ND,2246,1048,0.0,2246,2156,1668,2.7
Towns,GA,10471,4510,0.0,9466,1,0,4.8
Traill,ND,8121,3394,0.0,4615,2318,0,4.9
Transylvania,NC,33090,14394,28.57142857142857,22907,1276,0,5.3
Traverse,MN,3558,1524,0.0,2110,1386,0,5.4
Travis,TX,1024266,404467,90.36697247706422,447197,3472,0,5.8
Treasure,MT,718,335,0.0,717,717,677,3.1
Trego,KS,3001,1358,0.0,1102,538,0,1.7
Trempealeau,WI,28816,11524,12.5,23041,650,0,4.5
Treutlen,GA,6885,2543,50.0,5092,109,0,4.8
Trigg,KY,14339,5883,0.0,11584,1463,0,7.8
Trimble,KY,8809,3420,0.0,8669,2265,0,6.8
Trinity,CA,13786,6083,0.0,11514,2318,381,2.3
Trinity,TX,14585,6142,20.0,10942,2014,0,5.2
Tripp,SD,5644,2419,50.0,2561,1510,201,6.4
Troup,GA,67044,24828,35.714285714285715,39921,0,0,10.3
Trousdale,TN,7870,2976,0.0,6505,0,0,5.3
Trumbull,OH,210312,86011,70.9090909090909,101043,0,0,7.4
Tucker,WV,7141,3057,0.0,4741,74,0,7.2
Tulare,CA,442179,130352,75.64102564102564,149313,6017,144,6.4
Tulsa,OK,603403,241737,92.0,206198,0,0,6.8
Tunica,MS,10778,3927,33.33333333333333,7598,2368,0,9.3
Tuolumne,CA,55365,22156,36.36363636363637,43820,554,20,5.6
Turner,GA,8930,3339,50.0,5112,221,0,6.5
Turner,SD,8347,3452,0.0,8326,2046,0,4.0
Tuscaloosa,AL,194656,76141,70.2127659574468,101926,3577,0,6.7
Tuscarawas,OH,92582,36965,33.33333333333333,56618,0,0,7.2
Tuscola,MI,55729,21590,15.384615384615385,44315,131,0,5.2
Twiggs,GA,9023,3634,0.0,8400,97,0,10.1
Twin Falls,ID,77230,28760,57.14285714285714,27068,1829,168,4.6
Tyler,TX,21766,8007,20.0,19309,9252,0,6.7
Tyler,WV,9208,3858,0.0,6450,131,0,7.8
Tyrrell,NC,4407,1595,0.0,3448,506,0,11.0
Uinta,WY,21118,7668,0.0,11957,721,9,3.5
Uintah,UT,32588,10563,50.0,22869,2178,181,3.5
Ulster,NY,182493,71049,46.80851063829787,134845,989,0,7.8
Umatilla,OR,75889,26904,46.666666666666664,38619,5049,449,7.7
Unicoi,TN,18313,7726,25.0,9721,0,0,5.8
Union,AR,41639,16951,50.0,27925,2724,0,6.3
Union,FL,15535,4048,33.33333333333333,13472,1349,0,7.5
Union,GA,21356,9116,0.0,19084,7,0,4.7
Union,IA,12534,5271,50.0,5674,1507,0,4.4
Union,IL,17808,7167,40.0,12197,468,0,5.6
Union,IN,7516,2938,0.0,4969,0,0,3.4
Union,KY,15007,5549,25.0,9471,5,0,6.5
Union,LA,22721,9144,16.666666666666664,17610,3922,0,7.3
Union,MS,27134,10317,16.666666666666664,21908,1985,0,4.0
Union,NC,201292,67864,73.17073170731707,130147,227,0,2.7
Union,NJ,536499,188118,100.0,65728,0,0,11.7
Union,NM,4549,1695,0.0,2277,1219,965,5.1
Union,OH,52300,18065,30.0,36323,134,0,5.1
Union,OR,25748,10501,50.0,15602,7990,354,6.6
Union,PA,44947,14765,50.0,34917,488,0,7.3
Union,SC,28961,11974,33.33333333333333,21031,593,0,11.2
Union,SD,14399,5756,0.0,9600,60,0,2.8
Union,TN,19109,7391,0.0,16707,19,0,5.3
Upshur,TX,39309,14925,14.285714285714285,36039,1204,0,4.3
Upshur,WV,24254,9619,33.33333333333333,15723,49,0,5.9
Upson,GA,27153,10716,28.57142857142857,17841,467,0,11.2
Upton,TX,3355,1256,0.0,1419,1120,232,6.3
Utah,UT,516564,140602,91.40625,211826,1642,4,3.1
Uvalde,TX,26405,9025,60.0,13764,4531,1507,6.9
Val Verde,TX,48879,15654,80.0,26484,785,424,7.7
Valdez-Cordova,AK,9636,3966,0.0,6048,2693,1579,6.2
Valencia,NM,76569,27500,66.66666666666666,55301,781,19,3.6
Valley,ID,9862,4393,0.0,6636,1780,51,2.5
Valley,MT,7369,3198,33.33333333333333,4007,2965,1141,5.0
Valley,NE,4260,1922,0.0,2025,1003,0,4.8
Van Buren,AR,17295,7433,0.0,15035,2223,0,5.6
Van Buren,IA,7570,3108,0.0,7570,6901,362,6.3
Van Buren,MI,76258,28928,20.0,52847,0,0,6.1
Van Buren,TN,5548,2246,0.0,4525,98,0,4.1
Van Wert,OH,28744,11439,55.55555555555556,18188,497,0,4.0
Van Zandt,TX,52579,20047,50.0,39522,1031,0,3.5
Vance,NC,45422,17395,50.0,28688,722,0,12.0
Vanderburgh,IN,179703,74454,93.87755102040816,59364,0,0,8.3
Venango,PA,54984,22621,43.75,33762,245,0,8.0
Ventura,CA,823318,266920,87.93103448275862,170288,328,110,4.6
Vermilion,IL,81625,32655,58.333333333333336,39578,2384,0,10.5
Vermilion,LA,57999,21889,33.33333333333333,34192,930,152,7.3
Vermillion,IN,16212,6619,20.0,10017,375,0,5.6
Vernon,LA,52334,19165,50.0,39186,9524,540,4.7
Vernon,MO,21159,8396,33.33333333333333,13513,2763,0,6.7
Vernon,WI,29773,11616,14.285714285714285,23770,4718,0,9.4
Victoria,TX,86793,32187,69.56521739130434,51788,9064,0,5.8
Vigo,IN,107848,41361,71.42857142857143,59174,97,0,8.7
Vilas,WI,21430,9658,0.0,17627,2603,3,4.7
Vinton,OH,13435,5260,0.0,11362,1526,0,7.4
Virginia Beach,VA,437994,165089,96.0,91530,333,0,4.1
Volusia,FL,494593,208236,86.72566371681415,226310,867,0,6.9
Wabash,IL,11947,5012,75.0,5451,384,0,6.5
Wabash,IN,32888,12777,50.0,19040,10,0,5.8
Wabasha,MN,21676,8822,33.33333333333333,12728,1660,0,3.8
Wabaunsee,KS,7053,2737,0.0,7051,4694,160,2.5
Wadena,MN,13843,5705,0.0,11123,4493,0,6.9
Wagoner,OK,73085,26878,54.54545454545454,60994,88,0,3.2
Wahkiakum,WA,3978,1737,0.0,3977,2894,1,4.8
Wake,NC,900993,345645,91.44385026737967,321771,0,0,4.4
Wakulla,FL,30776,10490,0.0,26194,365,0,4.4
Waldo,ME,38786,16431,12.5,33920,3098,0,6.3
Walker,AL,67023,26571,11.11111111111111,53408,285,0,6.1
Walker,GA,68756,26497,46.15384615384616,49858,263,0,5.3
Walker,TX,67861,20969,40.0,43592,1557,0,4.6
Walla Walla,WA,58781,21719,83.33333333333334,22779,3138,402,8.6
Wallace,KS,1485,620,0.0,732,486,0,4.8
Waller,TX,43205,14040,33.33333333333333,32006,758,0,5.6
Wallowa,OR,7008,3133,0.0,4806,1902,324,7.0
Walsh,ND,11119,4746,33.33333333333333,5516,2049,160,5.8
Walthall,MS,15443,5888,0.0,13946,4311,0,6.0
Walton,FL,55043,22301,27.27272727272727,43345,7443,0,5.0
Walton,GA,83768,29583,46.666666666666664,69538,0,0,3.9
Walworth,SD,5438,2392,50.0,2089,1439,638,4.7
Walworth,WI,102228,39699,59.09090909090909,75016,0,0,5.2
Wapello,IA,35625,14552,72.72727272727273,19708,1613,0,7.3
Ward,ND,61675,25029,69.23076923076923,34803,5183,2159,3.5
Ward,TX,10658,3995,66.66666666666666,6471,675,21,7.8
Ware,GA,36312,13654,55.55555555555556,23275,2396,0,11.7
Warren,GA,5834,2315,0.0,4223,86,0,13.5
Warren,IA,46225,17262,66.66666666666666,26670,3707,0,2.9
Warren,IL,17707,6918,40.0,6389,27,0,6.2
Warren,IN,8508,3337,0.0,7922,265,0,2.8
Warren,KY,113792,43674,70.83333333333334,52077,93,0,6.8
Warren,MO,32513,12339,20.0,24884,281,0,5.2
Warren,MS,48773,18941,50.0,33364,2433,12,7.7
Warren,NC,20972,8321,0.0,18024,1597,0,9.8
Warren,NJ,108692,41480,56.52173913043478,78959,0,0,6.4
Warren,NY,65707,27990,57.89473684210527,34174,611,0,8.2
Warren,OH,212693,76424,78.78787878787878,135850,0,0,2.8
Warren,PA,41815,17767,30.76923076923077,27208,2130,0,7.2
Warren,TN,39839,15850,22.22222222222222,25670,502,0,6.8
Warren,VA,37575,14085,37.5,24976,2,0,5.8
Warrick,IN,59689,22505,54.54545454545454,34276,135,0,3.1
Wasatch,UT,23530,7287,100.0,10353,190,10,2.2
Wasco,OR,25213,10031,62.5,15186,4155,2120,8.6
Waseca,MN,19136,7281,40.0,13495,2590,0,5.1
Washakie,WY,8533,3492,66.66666666666666,2869,901,730,7.0
Washburn,WI,15911,6916,0.0,12822,2770,0,6.1
Washington,AL,17581,6758,0.0,16227,1708,0,4.2
Washington,AR,203065,76389,56.25,98622,1365,0,5.4
Washington,CO,4814,1980,0.0,3093,2485,973,4.3
Washington,FL,24896,8864,0.0,20866,11315,2,6.3
Washington,GA,21187,7547,20.0,16289,3960,0,11.0
Washington,IA,21704,8741,40.0,11043,1227,0,4.8
Washington,ID,10198,4034,0.0,5045,1723,280,5.2
Washington,IL,14716,5926,25.0,9829,1628,0,3.5
Washington,IN,28262,10850,16.666666666666664,21602,1699,0,5.7
Washington,KS,5799,2474,0.0,4631,2725,0,3.0
Washington,KY,11717,4507,0.0,9285,1033,0,5.1
Washington,LA,47168,18113,27.27272727272727,34520,5121,0,9.3
Washington,MD,147430,55687,78.125,82280,59,0,8.3
Washington,ME,32856,14302,0.0,25628,3838,612,9.0
Washington,MN,238136,87859,82.0,152358,0,0,3.5
Washington,MO,25195,9355,0.0,21758,3136,0,8.3
Washington,MS,51137,18936,73.68421052631578,16863,877,0,13.0
Washington,NC,13228,5526,0.0,10238,1692,0,12.3
Washington,NE,20234,7761,40.0,12915,340,0,4.5
Washington,NY,63216,24142,17.647058823529413,46981,2138,0,6.5
Washington,OH,61778,25587,43.75,40525,2575,0,6.9
Washington,OK,50976,21036,84.61538461538461,26857,1426,0,5.4
Washington,OR,529710,200934,90.3846153846154,107029,284,0,6.3
Washington,PA,207820,85089,64.40677966101694,127471,241,0,7.6
Washington,RI,126979,49177,58.620689655172406,82777,1051,0,5.2
Washington,TN,122979,51322,69.56521739130434,67767,0,0,5.9
Washington,TX,33718,13037,33.33333333333333,20785,3070,0,4.6
Washington,UT,138115,46334,80.95238095238095,74759,3820,39,3.2
Washington,VA,54876,22843,23.07692307692308,42874,82,0,5.8
Washington,VT,59534,25027,42.10526315789473,34791,1088,0,7.0
Washington,WI,131887,51605,67.85714285714286,65933,0,0,3.9
Washita,OK,11629,4599,25.0,9463,4376,0,3.0
Washoe,NV,421407,163445,89.28571428571429,148730,3817,1035,7.8
Washtenaw,MI,344791,137193,82.0,158354,0,0,8.6
Watauga,NC,51079,20403,23.07692307692308,31724,419,0,6.1
Watonwan,MN,11211,4520,33.33333333333333,4252,506,0,5.2
Waukesha,WI,389891,152663,86.04651162790698,223180,0,0,4.2
Waupaca,WI,52410,21387,25.0,37178,426,0,5.5
Waushara,WI,24496,9949,14.285714285714285,19294,245,0,5.5
Wayne,GA,30099,10562,16.666666666666664,23787,4115,0,9.1
Wayne,IA,6403,2652,0.0,4797,2560,0,6.4
Wayne,IL,16760,7102,40.0,10948,3282,0,5.7
Wayne,IN,68917,27551,58.82352941176471,33031,65,0,10.3
Wayne,KY,20813,8646,20.0,15914,870,0,9.9
Wayne,MI,1820584,702749,99.18032786885246,308466,0,0,14.1
Wayne,MO,13521,5717,0.0,11246,4514,13,6.7
Wayne,MS,20747,8104,25.0,15584,986,0,6.7
Wayne,NC,122623,47831,57.692307692307686,86313,0,0,8.6
Wayne,NE,9595,3507,50.0,3903,711,0,3.9
Wayne,NY,93772,36585,21.73913043478261,69367,0,0,6.2
Wayne,OH,114520,42638,43.75,73647,0,0,8.9
Wayne,PA,52822,20625,7.142857142857142,43180,683,0,4.9
Wayne,TN,17021,6136,0.0,13457,4177,0,3.9
Wayne,UT,2778,1059,0.0,2157,1009,327,1.7
Wayne,WV,42481,17347,45.454545454545446,30281,353,0,10.6
Waynesboro,VA,21006,8903,100.0,3996,0,0,10.3
Weakley,TN,35021,13898,36.36363636363637,22920,1008,0,6.9
Webb,TX,250304,67106,91.8032786885246,68781,2996,1064,7.5
Weber,UT,231236,78748,94.0,77745,176,0,5.6
Webster,GA,2799,1119,0.0,2512,55,0,9.6
Webster,IA,38013,15580,58.333333333333336,21061,320,0,6.1
Webster,KY,13621,5272,0.0,8262,61,0,5.9
Webster,LA,41207,16537,54.54545454545454,27269,3838,0,8.9
Webster,MO,36202,13062,12.5,26125,291,0,7.1
Webster,MS,10253,4060,0.0,7406,1332,0,6.8
Webster,NE,3812,1604,0.0,3811,3811,1823,4.4
Webster,WV,9154,3792,0.0,7025,230,0,11.8
Weld,CO,252825,89349,67.53246753246754,130002,4601,1160,4.4
Wells,IN,27636,10780,57.14285714285714,15359,711,0,4.1
Wells,ND,4207,1943,0.0,2292,1589,3,4.0
West Baton Rouge,LA,23788,8688,60.0,13791,181,0,6.7
West Carroll,LA,11604,4452,0.0,8611,564,0,5.4
West Feliciana,LA,15625,3971,0.0,13584,6606,0,3.2
Westchester,NY,949113,347232,95.51569506726456,175844,0,0,14.6
Westmoreland,PA,365169,153650,72.0,220471,763,0,7.8
Westmoreland,VA,17454,7310,0.0,15532,0,0,6.5
Weston,WY,7208,3021,50.0,3689,852,189,7.2
Wetzel,WV,16583,6968,40.0,11631,4948,0,9.2
Wexford,MI,32735,13021,50.0,23550,883,0,6.7
Wharton,TX,41280,15132,18.181818181818183,24880,1516,0,6.1
Whatcom,WA,201140,80370,58.82352941176471,113692,1232,79,6.9
Wheatland,MT,2168,887,0.0,2167,2167,2167,8.2
Wheeler,GA,7421,2152,0.0,4516,11,0,9.3
Wheeler,NE,818,350,0.0,817,817,387,4.1
Wheeler,OR,1441,651,0.0,1440,1440,871,1.8
Wheeler,TX,5410,2181,0.0,2849,556,0,3.3
White Pine,NV,10030,3707,33.33333333333333,6753,3276,1022,4.0
White,AR,77076,29342,38.46153846153847,50776,3774,0,5.2
White,GA,27144,10646,0.0,22569,0,0,5.1
White,IL,14665,6313,40.0,10625,2057,0,7.0
White,IN,24643,9741,12.5,18180,981,0,3.7
White,TN,25841,10272,33.33333333333333,23240,618,0,5.8
Whiteside,IL,58498,23740,61.111111111111114,30007,365,0,7.3
Whitfield,GA,102599,35180,55.55555555555556,62273,0,0,6.0
Whitley,IN,33292,13001,14.285714285714285,22055,0,0,3.3
Whitley,KY,35637,13575,25.0,25438,771,0,9.2
Whitman,WA,44776,17468,70.0,16362,5498,576,8.2
Wibaux,MT,1017,457,0.0,1016,533,64,7.4
Wichita,KS,2234,891,0.0,2233,2233,2007,3.1
Wichita,TX,131500,49016,83.78378378378379,57182,223,0,6.5
Wicomico,MD,98733,37220,68.42105263157895,55509,1135,0,7.5
Wilbarger,TX,13535,5289,75.0,6145,635,0,9.4
Wilcox,AL,11670,4484,0.0,11304,5173,2,16.4
Wilcox,GA,9255,2891,0.0,5182,68,0,7.1
Wilkes,GA,10593,4263,0.0,9332,2021,0,10.1
Wilkes,NC,69340,28360,14.285714285714285,55543,1613,0,7.0
Wilkin,MN,6576,2690,50.0,3405,1871,0,8.5
Wilkinson,GA,9563,3666,0.0,8135,2020,0,7.0
Wilkinson,MS,9878,3455,0.0,6867,1542,0,14.2
Will,IL,677560,225256,89.47368421052632,337661,0,0,4.0
Willacy,TX,22134,5764,50.0,11001,514,226,7.9
Williams,ND,22398,9293,57.14285714285714,8399,2804,126,6.1
Williams,OH,37642,15075,44.44444444444444,27141,435,0,5.0
Williamsburg,SC,34423,13007,0.0,27037,2085,0,13.3
Williamsburg,VA,14068,4571,100.0,1058,0,0,8.4
Williamson,IL,66357,27421,60.0,37500,1383,0,6.9
Williamson,TN,183182,64886,75.67567567567568,111527,0,0,2.5
Williamson,TX,422679,152606,82.02247191011236,267210,12087,0,2.8
Wilson,KS,9409,3933,25.0,4991,547,0,6.0
Wilson,NC,81234,31962,52.63157894736842,36460,0,0,9.5
Wilson,TN,113993,42563,61.904761904761905,79915,28,0,3.2
Wilson,TX,42918,15009,9.090909090909092,35496,3213,0,3.3
Winchester,VA,26203,10607,100.0,6680,0,0,11.2
Windham,CT,118428,44810,40.0,80291,56,0,7.1
Windham,VT,44513,19290,16.666666666666664,35801,338,0,6.7
Windsor,VT,56670,24753,11.11111111111111,47101,0,0,6.8
Winkler,TX,7110,2578,66.66666666666666,1766,22,2,5.4
Winn,LA,15313,5469,25.0,11842,2485,0,6.6
Winnebago,IA,10866,4597,33.33333333333333,5044,1920,0,4.8
Winnebago,IL,295266,115501,89.6103896103896,104342,0,0,8.1
Winnebago,WI,166994,67875,87.8048780487805,87695,19,0,6.0
Winneshiek,IA,21056,7997,40.0,13017,2676,0,3.0
Winona,MN,51461,19554,60.0,25167,1368,0,8.2
Winston,AL,24484,10163,0.0,18814,443,0,6.7
Winston,MS,19198,7494,20.0,15050,2019,0,10.8
Wirt,WV,5717,2391,0.0,4587,66,0,3.6
Wise,TX,59127,21015,18.181818181818183,47049,2656,0,2.6
Wise,VA,41452,15968,27.27272727272727,26079,0,0,10.8
Wolfe,KY,7355,3065,0.0,6510,454,0,13.8
Wood,OH,125488,49043,57.14285714285714,79111,141,0,4.7
Wood,TX,41964,17118,40.0,34294,861,0,3.1
Wood,WI,74749,31598,52.94117647058824,43322,6184,6,6.6
Wood,WV,86956,36571,80.76923076923077,40363,331,0,8.8
Woodbury,IA,102172,39052,76.92307692307693,44597,4336,0,7.3
Woodford,IL,38664,14276,33.33333333333333,20959,9,0,4.5
Woodford,KY,24939,9806,62.5,17064,0,0,5.3
Woodruff,AR,7260,3134,0.0,4230,386,0,14.4
Woods,OK,8878,3533,33.33333333333333,3877,2225,537,5.6
Woodson,KS,3309,1524,0.0,1565,67,0,6.1
Woodward,OK,20081,7654,40.0,11232,3922,269,4.7
Worcester,MA,798552,303080,81.97674418604652,424729,13,0,8.9
Worcester,MD,51454,22229,47.05882352941176,27268,0,0,6.5
Worth,GA,21679,8214,0.0,17021,958,0,7.1
Worth,IA,7598,3172,0.0,5641,610,0,6.3
Worth,MO,2171,944,0.0,2105,644,0,3.3
Wrangell,AK,2369,1053,0.0,903,510,193,12.4
Wright,IA,13229,5625,40.0,4629,858,0,6.6
Wright,MN,124700,44473,47.05882352941176,81090,0,0,3.7
Wright,MO,18815,7499,25.0,11918,2151,0,6.7
Wyandot,OH,22615,9091,33.33333333333333,13306,323,0,5.7
Wyandotte,KS,157505,58399,88.57142857142857,61768,0,0,10.0
Wyoming,NY,42155,15501,18.181818181818183,31405,2330,0,6.6
Wyoming,PA,28276,11237,0.0,22677,32,0,4.7
Wyoming,WV,23796,9687,0.0,20456,18,0,12.7
Wythe,VA,29235,12472,16.666666666666664,21160,147,0,8.3
